sentiment_score,value,company
2,Customer,KFC
0,Diversity,KFC
-1.1,Execution,KFC
0.5,Innovation,KFC
-1.1,Integrity,KFC
-0.7,Performance,KFC
-0.8,Respect,KFC
-0.4,Agility,Kiewit Corporation
1.8,Collaboration,Kiewit Corporation
-1.5,Customer,Kiewit Corporation
-0.4,Diversity,Kiewit Corporation
0.6,Execution,Kiewit Corporation
1.4,Innovation,Kiewit Corporation
-0.3,Integrity,Kiewit Corporation
-0.7,Performance,Kiewit Corporation
-0.5,Respect,Kiewit Corporation
-1.8,Agility,Kimberly-Clark
0.6,Collaboration,Kimberly-Clark
1.5,Customer,Kimberly-Clark
0.1,Diversity,Kimberly-Clark
-0.6,Execution,Kimberly-Clark
-0.4,Innovation,Kimberly-Clark
1.1,Integrity,Kimberly-Clark
-1,Performance,Kimberly-Clark
0.5,Respect,Kimberly-Clark
-0.9,Agility,Kindred Healthcare
1.7,Collaboration,Kindred Healthcare
0.6,Customer,Kindred Healthcare
0.1,Diversity,Kindred Healthcare
-0.5,Execution,Kindred Healthcare
1.5,Innovation,Kindred Healthcare
-1,Integrity,Kindred Healthcare
-0.6,Performance,Kindred Healthcare
-0.9,Respect,Kindred Healthcare
-1.3,Agility,KLA
0.6,Collaboration,KLA
1.1,Customer,KLA
-0.2,Diversity,KLA
-0.2,Execution,KLA
1.6,Innovation,KLA
-1.2,Integrity,KLA
0.6,Performance,KLA
-1.1,Respect,KLA
-0.7,Agility,Kmart
2.3,Collaboration,Kmart
0.7,Customer,Kmart
-0.2,Diversity,Kmart
-0.6,Execution,Kmart
0.7,Innovation,Kmart
-0.8,Integrity,Kmart
-0.8,Performance,Kmart
-0.8,Respect,Kmart
-0.6,Agility,Kohl's
1.5,Collaboration,Kohl's
0.6,Customer,Kohl's
0,Diversity,Kohl's
-0.8,Execution,Kohl's
1.8,Innovation,Kohl's
-1,Integrity,Kohl's
-0.5,Performance,Kohl's
-1,Respect,Kohl's
-1.2,Agility,KPMG
1.2,Collaboration,KPMG
1.3,Customer,KPMG
1.1,Diversity,KPMG
-0.6,Execution,KPMG
0.8,Innovation,KPMG
-0.7,Integrity,KPMG
-0.8,Performance,KPMG
-1.1,Respect,KPMG
0,Agility,The Kraft Heinz Company
1.1,Collaboration,The Kraft Heinz Company
0,Customer,The Kraft Heinz Company
0.6,Diversity,The Kraft Heinz Company
0,Execution,The Kraft Heinz Company
-0.4,Innovation,The Kraft Heinz Company
-1.4,Integrity,The Kraft Heinz Company
1.7,Performance,The Kraft Heinz Company
-1.6,Respect,The Kraft Heinz Company
-0.8,Agility,Kroger
1,Collaboration,Kroger
1.4,Customer,Kroger
0.5,Diversity,Kroger
-0.9,Execution,Kroger
1.4,Innovation,Kroger
-0.8,Integrity,Kroger
-0.8,Performance,Kroger
-1,Respect,Kroger
-1.6,Agility,Kronos Incorporated
0.7,Collaboration,Kronos Incorporated
1.7,Customer,Kronos Incorporated
0.5,Diversity,Kronos Incorporated
-0.2,Execution,Kronos Incorporated
1,Innovation,Kronos Incorporated
-0.7,Integrity,Kronos Incorporated
-1.2,Performance,Kronos Incorporated
-0.3,Respect,Kronos Incorporated
-0.7,Agility,L'Or?al
0.2,Collaboration,L'Or?al
0.1,Customer,L'Or?al
0.9,Diversity,L'Or?al
-0.1,Execution,L'Or?al
2.2,Innovation,L'Or?al
-0.9,Integrity,L'Or?al
-0.5,Performance,L'Or?al
-1.2,Respect,L'Or?al
-1.4,Agility,L3 Technologies
0.3,Collaboration,L3 Technologies
0.7,Customer,L3 Technologies
1.5,Diversity,L3 Technologies
-0.7,Execution,L3 Technologies
1.5,Innovation,L3 Technologies
-0.5,Integrity,L3 Technologies
-0.3,Performance,L3 Technologies
-1.1,Respect,L3 Technologies
-1.2,Agility,Lam Research
0.2,Collaboration,Lam Research
1.3,Customer,Lam Research
-0.2,Diversity,Lam Research
-0.8,Execution,Lam Research
1.8,Innovation,Lam Research
-0.3,Integrity,Lam Research
0.5,Performance,Lam Research
-1.3,Respect,Lam Research
-1.2,Agility,Leidos
0.6,Collaboration,Leidos
0.7,Customer,Leidos
0.7,Diversity,Leidos
0.3,Execution,Leidos
1.7,Innovation,Leidos
-0.1,Integrity,Leidos
-1.2,Performance,Leidos
-1.5,Respect,Leidos
-0.5,Agility,Lenovo
0.2,Collaboration,Lenovo
0.1,Customer,Lenovo
0.9,Diversity,Lenovo
-0.3,Execution,Lenovo
2.2,Innovation,Lenovo
-1.3,Integrity,Lenovo
-0.1,Performance,Lenovo
-1.2,Respect,Lenovo
-0.8,Agility,Level 3 Communications
0.2,Collaboration,Level 3 Communications
-0.4,Customer,Level 3 Communications
0.6,Diversity,Level 3 Communications
-0.3,Execution,Level 3 Communications
2.5,Innovation,Level 3 Communications
-0.8,Integrity,Level 3 Communications
-0.6,Performance,Level 3 Communications
-0.5,Respect,Level 3 Communications
-1.5,Agility,Levi Strauss
0,Collaboration,Levi Strauss
1,Customer,Levi Strauss
0.9,Diversity,Levi Strauss
-1.3,Execution,Levi Strauss
1.5,Innovation,Levi Strauss
0.6,Integrity,Levi Strauss
-0.7,Performance,Levi Strauss
-0.6,Respect,Levi Strauss
-1.8,Agility,Liberty Mutual Insurance
0.9,Collaboration,Liberty Mutual Insurance
0.2,Customer,Liberty Mutual Insurance
1,Diversity,Liberty Mutual Insurance
-0.7,Execution,Liberty Mutual Insurance
1.5,Innovation,Liberty Mutual Insurance
-0.4,Integrity,Liberty Mutual Insurance
0.3,Performance,Liberty Mutual Insurance
-0.9,Respect,Liberty Mutual Insurance
-1.3,Agility,Lincoln Financial Group
1.3,Collaboration,Lincoln Financial Group
0.5,Customer,Lincoln Financial Group
1.3,Diversity,Lincoln Financial Group
-0.8,Execution,Lincoln Financial Group
0.2,Innovation,Lincoln Financial Group
0.8,Integrity,Lincoln Financial Group
-0.9,Performance,Lincoln Financial Group
-1.1,Respect,Lincoln Financial Group
-1.6,Agility,LinkedIn
0.8,Collaboration,LinkedIn
-0.2,Customer,LinkedIn
-0.6,Diversity,LinkedIn
0,Execution,LinkedIn
1.7,Innovation,LinkedIn
0.3,Integrity,LinkedIn
-1.3,Performance,LinkedIn
0.9,Respect,LinkedIn
-1.8,Agility,Lockheed Martin
0.3,Collaboration,Lockheed Martin
0.8,Customer,Lockheed Martin
0.6,Diversity,Lockheed Martin
-0.5,Execution,Lockheed Martin
1.4,Innovation,Lockheed Martin
0.8,Integrity,Lockheed Martin
-1.1,Performance,Lockheed Martin
-0.6,Respect,Lockheed Martin
-0.8,Agility,Lowe's
1.5,Collaboration,Lowe's
1.2,Customer,Lowe's
0.1,Diversity,Lowe's
-0.9,Execution,Lowe's
1.3,Innovation,Lowe's
-1.1,Integrity,Lowe's
-0.4,Performance,Lowe's
-0.9,Respect,Lowe's
-0.8,Agility,LPL Financial
0.5,Collaboration,LPL Financial
1.4,Customer,LPL Financial
1.1,Diversity,LPL Financial
0.2,Execution,LPL Financial
0.7,Innovation,LPL Financial
-1.2,Integrity,LPL Financial
-0.3,Performance,LPL Financial
-1.7,Respect,LPL Financial
0.7,Agility,Lululemon Athletica
1.8,Collaboration,Lululemon Athletica
0.9,Customer,Lululemon Athletica
-1,Diversity,Lululemon Athletica
0,Execution,Lululemon Athletica
0.6,Innovation,Lululemon Athletica
-0.8,Integrity,Lululemon Athletica
-0.8,Performance,Lululemon Athletica
-1.4,Respect,Lululemon Athletica
-0.4,Agility,Lyft
1.2,Collaboration,Lyft
-0.5,Customer,Lyft
1.1,Diversity,Lyft
0.5,Execution,Lyft
1.4,Innovation,Lyft
-1.2,Integrity,Lyft
-1.3,Performance,Lyft
-0.7,Respect,Lyft
-0.3,Agility,M&T Bank
1.7,Collaboration,M&T Bank
1.9,Customer,M&T Bank
-0.8,Diversity,M&T Bank
-0.1,Execution,M&T Bank
-0.9,Innovation,M&T Bank
-0.3,Integrity,M&T Bank
-0.8,Performance,M&T Bank
-0.5,Respect,M&T Bank
-0.8,Agility,Macy's
0.5,Collaboration,Macy's
0.6,Customer,Macy's
1,Diversity,Macy's
-0.7,Execution,Macy's
1.9,Innovation,Macy's
-1,Integrity,Macy's
-0.3,Performance,Macy's
-1.1,Respect,Macy's
-0.9,Agility,Magellan Health
1,Collaboration,Magellan Health
-0.4,Customer,Magellan Health
-1.2,Diversity,Magellan Health
0.5,Execution,Magellan Health
1.4,Innovation,Magellan Health
-0.3,Integrity,Magellan Health
1.3,Performance,Magellan Health
-1.3,Respect,Magellan Health
-1.3,Agility,Marriott International
0.7,Collaboration,Marriott International
1.3,Customer,Marriott International
1.2,Diversity,Marriott International
-0.7,Execution,Marriott International
1.1,Innovation,Marriott International
-0.7,Integrity,Marriott International
-0.7,Performance,Marriott International
-1.1,Respect,Marriott International
-1.4,Agility,Mars
1.9,Collaboration,Mars
0.2,Customer,Mars
-0.6,Diversity,Mars
-0.2,Execution,Mars
0.5,Innovation,Mars
1,Integrity,Mars
-1.3,Performance,Mars
-0.2,Respect,Mars
-0.6,Agility,Marsh & McLennan Companies
0.5,Collaboration,Marsh & McLennan Companies
0.7,Customer,Marsh & McLennan Companies
2.3,Diversity,Marsh & McLennan Companies
-0.2,Execution,Marsh & McLennan Companies
-0.8,Innovation,Marsh & McLennan Companies
-0.2,Integrity,Marsh & McLennan Companies
-0.7,Performance,Marsh & McLennan Companies
-1.1,Respect,Marsh & McLennan Companies
-1.2,Agility,Marshalls
0.9,Collaboration,Marshalls
0.9,Customer,Marshalls
1.2,Diversity,Marshalls
-1.1,Execution,Marshalls
1.3,Innovation,Marshalls
-0.9,Integrity,Marshalls
-0.3,Performance,Marshalls
-0.8,Respect,Marshalls
-1.2,Agility,MassMutual
0.3,Collaboration,MassMutual
1.3,Customer,MassMutual
-0.3,Diversity,MassMutual
0.6,Execution,MassMutual
1.7,Innovation,MassMutual
-0.8,Integrity,MassMutual
-0.5,Performance,MassMutual
-1.1,Respect,MassMutual
-0.8,Agility,Mastercard
-0.1,Collaboration,Mastercard
0.4,Customer,Mastercard
1.5,Diversity,Mastercard
-1.1,Execution,Mastercard
1.8,Innovation,Mastercard
0,Integrity,Mastercard
-0.5,Performance,Mastercard
-1.2,Respect,Mastercard
-0.5,Agility,Maxim Healthcare Services
1.5,Collaboration,Maxim Healthcare Services
2.1,Customer,Maxim Healthcare Services
-0.3,Diversity,Maxim Healthcare Services
-0.5,Execution,Maxim Healthcare Services
0,Innovation,Maxim Healthcare Services
-0.9,Integrity,Maxim Healthcare Services
-0.8,Performance,Maxim Healthcare Services
-0.6,Respect,Maxim Healthcare Services
-0.5,Agility,McDonald's
1.7,Collaboration,McDonald's
1.3,Customer,McDonald's
0.1,Diversity,McDonald's
-1.1,Execution,McDonald's
0.8,Innovation,McDonald's
-0.9,Integrity,McDonald's
-0.3,Performance,McDonald's
-1.2,Respect,McDonald's
-1.3,Agility,McKesson
0.6,Collaboration,McKesson
2.2,Customer,McKesson
0.2,Diversity,McKesson
-0.4,Execution,McKesson
0.7,Innovation,McKesson
-0.5,Integrity,McKesson
-0.4,Performance,McKesson
-1,Respect,McKesson
-0.6,Agility,McKinsey & Company
1.5,Collaboration,McKinsey & Company
0.8,Customer,McKinsey & Company
1.4,Diversity,McKinsey & Company
0.1,Execution,McKinsey & Company
-0.1,Innovation,McKinsey & Company
-0.9,Integrity,McKinsey & Company
-0.5,Performance,McKinsey & Company
-1.7,Respect,McKinsey & Company
-1.5,Agility,Medtronic
0.1,Collaboration,Medtronic
2.1,Customer,Medtronic
0.5,Diversity,Medtronic
-0.6,Execution,Medtronic
0.8,Innovation,Medtronic
-0.1,Integrity,Medtronic
-0.5,Performance,Medtronic
-0.9,Respect,Medtronic
-0.8,Agility,Meijer
1.1,Collaboration,Meijer
1.6,Customer,Meijer
0.8,Diversity,Meijer
-1,Execution,Meijer
0.7,Innovation,Meijer
-1.1,Integrity,Meijer
-0.4,Performance,Meijer
-1,Respect,Meijer
-0.9,Agility,Mercer
0.6,Collaboration,Mercer
0.4,Customer,Mercer
1.8,Diversity,Mercer
-0.4,Execution,Mercer
1.3,Innovation,Mercer
-0.6,Integrity,Mercer
-1.2,Performance,Mercer
-1,Respect,Mercer
-1.6,Agility,Merck
0.3,Collaboration,Merck
1.4,Customer,Merck
0.9,Diversity,Merck
-0.7,Execution,Merck
0.8,Innovation,Merck
0.8,Integrity,Merck
-1.1,Performance,Merck
-0.9,Respect,Merck
-1.1,Agility,Merrill Lynch
0.1,Collaboration,Merrill Lynch
1.3,Customer,Merrill Lynch
-0.2,Diversity,Merrill Lynch
0.4,Execution,Merrill Lynch
1.9,Innovation,Merrill Lynch
-1.3,Integrity,Merrill Lynch
-0.4,Performance,Merrill Lynch
-0.6,Respect,Merrill Lynch
-1.2,Agility,MetLife
1.2,Collaboration,MetLife
0.7,Customer,MetLife
1.8,Diversity,MetLife
-0.6,Execution,MetLife
0.4,Innovation,MetLife
-0.6,Integrity,MetLife
-0.7,Performance,MetLife
-0.9,Respect,MetLife
-0.5,Agility,MGM Resorts International
0.4,Collaboration,MGM Resorts International
0.3,Customer,MGM Resorts International
2.2,Diversity,MGM Resorts International
-1.1,Execution,MGM Resorts International
0.8,Innovation,MGM Resorts International
-0.5,Integrity,MGM Resorts International
-0.8,Performance,MGM Resorts International
-0.9,Respect,MGM Resorts International
-0.4,Agility,Michael Kors
0.8,Collaboration,Michael Kors
1.5,Customer,Michael Kors
-0.8,Diversity,Michael Kors
-0.4,Execution,Michael Kors
1.7,Innovation,Michael Kors
-1,Integrity,Michael Kors
-0.3,Performance,Michael Kors
-1.1,Respect,Michael Kors
-0.9,Agility,Micron Technology
-0.1,Collaboration,Micron Technology
0.7,Customer,Micron Technology
1.6,Diversity,Micron Technology
-0.5,Execution,Micron Technology
1.7,Innovation,Micron Technology
-0.8,Integrity,Micron Technology
-0.8,Performance,Micron Technology
-0.9,Respect,Micron Technology
-1.1,Agility,Microsoft
-0.4,Collaboration,Microsoft
0.1,Customer,Microsoft
1.2,Diversity,Microsoft
0.3,Execution,Microsoft
2.1,Innovation,Microsoft
-0.7,Integrity,Microsoft
-1,Performance,Microsoft
-0.4,Respect,Microsoft
-0.7,Agility,Molina Healthcare
0.8,Collaboration,Molina Healthcare
2.1,Customer,Molina Healthcare
0.5,Diversity,Molina Healthcare
-0.7,Execution,Molina Healthcare
0.5,Innovation,Molina Healthcare
-0.9,Integrity,Molina Healthcare
-0.5,Performance,Molina Healthcare
-1.2,Respect,Molina Healthcare
-1.1,Agility,Mondelez International
1.5,Collaboration,Mondelez International
0,Customer,Mondelez International
1.2,Diversity,Mondelez International
-0.2,Execution,Mondelez International
1.3,Innovation,Mondelez International
-1.2,Integrity,Mondelez International
-0.4,Performance,Mondelez International
-1.1,Respect,Mondelez International
-0.5,Agility,Monster Worldwide
2.1,Collaboration,Monster Worldwide
-0.3,Customer,Monster Worldwide
0.4,Diversity,Monster Worldwide
-0.9,Execution,Monster Worldwide
0.2,Innovation,Monster Worldwide
-1.7,Integrity,Monster Worldwide
0.4,Performance,Monster Worldwide
0.3,Respect,Monster Worldwide
-1.5,Agility,Morgan Stanley
1.3,Collaboration,Morgan Stanley
0.4,Customer,Morgan Stanley
0.7,Diversity,Morgan Stanley
-0.1,Execution,Morgan Stanley
1.5,Innovation,Morgan Stanley
-0.5,Integrity,Morgan Stanley
-1.1,Performance,Morgan Stanley
-0.8,Respect,Morgan Stanley
-1.5,Agility,Motorola Solutions
0.4,Collaboration,Motorola Solutions
1.9,Customer,Motorola Solutions
0.7,Diversity,Motorola Solutions
0.3,Execution,Motorola Solutions
0.6,Innovation,Motorola Solutions
-0.7,Integrity,Motorola Solutions
-1.2,Performance,Motorola Solutions
-0.4,Respect,Motorola Solutions
-1.5,Agility,Mutual of Omaha
0.2,Collaboration,Mutual of Omaha
1.7,Customer,Mutual of Omaha
0.2,Diversity,Mutual of Omaha
0.3,Execution,Mutual of Omaha
0.2,Innovation,Mutual of Omaha
-0.9,Integrity,Mutual of Omaha
1.1,Performance,Mutual of Omaha
-1.2,Respect,Mutual of Omaha
-1.6,Agility,Nationwide
0.9,Collaboration,Nationwide
1.3,Customer,Nationwide
1.3,Diversity,Nationwide
-0.2,Execution,Nationwide
0.5,Innovation,Nationwide
-0.4,Integrity,Nationwide
-1.2,Performance,Nationwide
-0.8,Respect,Nationwide
-1.2,Agility,NBCUniversal
0.2,Collaboration,NBCUniversal
1.3,Customer,NBCUniversal
1.2,Diversity,NBCUniversal
-0.4,Execution,NBCUniversal
1.4,Innovation,NBCUniversal
-0.9,Integrity,NBCUniversal
-0.7,Performance,NBCUniversal
-0.9,Respect,NBCUniversal
-0.5,Agility,NCR
0.2,Collaboration,NCR
0,Customer,NCR
1.5,Diversity,NCR
-0.5,Execution,NCR
1.9,Innovation,NCR
-1.2,Integrity,NCR
-0.8,Performance,NCR
-0.8,Respect,NCR
-1.5,Agility,NetApp
1.5,Collaboration,NetApp
0.9,Customer,NetApp
-1,Diversity,NetApp
-0.6,Execution,NetApp
0.2,Innovation,NetApp
0.5,Integrity,NetApp
-1,Performance,NetApp
1,Respect,NetApp
-0.2,Agility,Netflix
-0.2,Collaboration,Netflix
-0.8,Customer,Netflix
-0.2,Diversity,Netflix
1.5,Execution,Netflix
2,Innovation,Netflix
-1.1,Integrity,Netflix
-0.5,Performance,Netflix
-0.5,Respect,Netflix
-1.8,Agility,New York Life
1.2,Collaboration,New York Life
0.9,Customer,New York Life
0.9,Diversity,New York Life
0,Execution,New York Life
0.4,Innovation,New York Life
-1,Integrity,New York Life
0.7,Performance,New York Life
-1.1,Respect,New York Life
-0.9,Agility,Nike
0.8,Collaboration,Nike
1.3,Customer,Nike
-0.2,Diversity,Nike
-0.7,Execution,Nike
1.9,Innovation,Nike
-0.9,Integrity,Nike
-0.4,Performance,Nike
-0.9,Respect,Nike
-1.3,Agility,Nokia
0.8,Collaboration,Nokia
-1.3,Customer,Nokia
1.3,Diversity,Nokia
-0.2,Execution,Nokia
1.1,Innovation,Nokia
0.1,Integrity,Nokia
-1.3,Performance,Nokia
0.7,Respect,Nokia
-0.9,Agility,Nordstrom
-0.3,Collaboration,Nordstrom
1.9,Customer,Nordstrom
0.5,Diversity,Nordstrom
0,Execution,Nordstrom
1.4,Innovation,Nordstrom
-1.1,Integrity,Nordstrom
-0.5,Performance,Nordstrom
-1.1,Respect,Nordstrom
-0.3,Agility,Nordstrom Rack
1.5,Collaboration,Nordstrom Rack
0.6,Customer,Nordstrom Rack
0.2,Diversity,Nordstrom Rack
-0.9,Execution,Nordstrom Rack
1.7,Innovation,Nordstrom Rack
-1.1,Integrity,Nordstrom Rack
-0.5,Performance,Nordstrom Rack
-1.1,Respect,Nordstrom Rack
-1.1,Agility,Northern Trust
0.7,Collaboration,Northern Trust
1.3,Customer,Northern Trust
1.3,Diversity,Northern Trust
-0.7,Execution,Northern Trust
-0.4,Innovation,Northern Trust
0.9,Integrity,Northern Trust
-1.2,Performance,Northern Trust
-0.9,Respect,Northern Trust
-1.6,Agility,Northrop Grumman
0.4,Collaboration,Northrop Grumman
0.1,Customer,Northrop Grumman
1,Diversity,Northrop Grumman
-0.4,Execution,Northrop Grumman
1.9,Innovation,Northrop Grumman
0.2,Integrity,Northrop Grumman
-0.9,Performance,Northrop Grumman
-0.7,Respect,Northrop Grumman
-1,Agility,Northwell Health
0.9,Collaboration,Northwell Health
0.6,Customer,Northwell Health
0,Diversity,Northwell Health
-0.7,Execution,Northwell Health
2.2,Innovation,Northwell Health
-0.5,Integrity,Northwell Health
-0.7,Performance,Northwell Health
-0.8,Respect,Northwell Health
-1.2,Agility,Northwestern Mutual
0.7,Collaboration,Northwestern Mutual
1.4,Customer,Northwestern Mutual
-1.2,Diversity,Northwestern Mutual
1.2,Execution,Northwestern Mutual
0.5,Innovation,Northwestern Mutual
-0.9,Integrity,Northwestern Mutual
0.5,Performance,Northwestern Mutual
-1,Respect,Northwestern Mutual
-0.4,Agility,Norwegian Cruise Line
1,Collaboration,Norwegian Cruise Line
0.4,Customer,Norwegian Cruise Line
1.2,Diversity,Norwegian Cruise Line
-1.2,Execution,Norwegian Cruise Line
1.2,Innovation,Norwegian Cruise Line
-0.4,Integrity,Norwegian Cruise Line
0,Performance,Norwegian Cruise Line
-1.8,Respect,Norwegian Cruise Line
-1.1,Agility,National Oilwell Varco
1,Collaboration,National Oilwell Varco
0.6,Customer,National Oilwell Varco
0.8,Diversity,National Oilwell Varco
0.1,Execution,National Oilwell Varco
1.5,Innovation,National Oilwell Varco
-1.7,Integrity,National Oilwell Varco
-0.9,Performance,National Oilwell Varco
-0.2,Respect,National Oilwell Varco
-1.6,Agility,Novartis
0.8,Collaboration,Novartis
1.3,Customer,Novartis
0.5,Diversity,Novartis
-0.5,Execution,Novartis
1.5,Innovation,Novartis
-0.4,Integrity,Novartis
-0.6,Performance,Novartis
-0.9,Respect,Novartis
-0.4,Agility,Nvidia
-0.3,Collaboration,Nvidia
-0.3,Customer,Nvidia
-0.1,Diversity,Nvidia
-1.2,Execution,Nvidia
2.5,Innovation,Nvidia
0.5,Integrity,Nvidia
0.2,Performance,Nvidia
-1,Respect,Nvidia
-1.1,Agility,NewYork-Presbyterian Hospital
0.7,Collaboration,NewYork-Presbyterian Hospital
0.8,Customer,NewYork-Presbyterian Hospital
0.6,Diversity,NewYork-Presbyterian Hospital
-0.9,Execution,NewYork-Presbyterian Hospital
1.8,Innovation,NewYork-Presbyterian Hospital
-0.8,Integrity,NewYork-Presbyterian Hospital
-1.2,Performance,NewYork-Presbyterian Hospital
0.1,Respect,NewYork-Presbyterian Hospital
-1,Agility,NYU Langone Health
0.6,Collaboration,NYU Langone Health
1.1,Customer,NYU Langone Health
1,Diversity,NYU Langone Health
-0.6,Execution,NYU Langone Health
1.6,Innovation,NYU Langone Health
-1.2,Integrity,NYU Langone Health
-0.4,Performance,NYU Langone Health
-0.9,Respect,NYU Langone Health
-0.8,Agility,Old Navy
1.2,Collaboration,Old Navy
0.3,Customer,Old Navy
0.9,Diversity,Old Navy
-1,Execution,Old Navy
1.8,Innovation,Old Navy
-0.8,Integrity,Old Navy
-0.4,Performance,Old Navy
-1.1,Respect,Old Navy
-1,Agility,Oracle
0.1,Collaboration,Oracle
-0.4,Customer,Oracle
1.3,Diversity,Oracle
0.4,Execution,Oracle
2,Innovation,Oracle
-0.8,Integrity,Oracle
-0.7,Performance,Oracle
-0.9,Respect,Oracle
-0.2,Agility,Overstock.com
0.4,Collaboration,Overstock.com
0,Customer,Overstock.com
0.1,Diversity,Overstock.com
-0.7,Execution,Overstock.com
2.5,Innovation,Overstock.com
-0.6,Integrity,Overstock.com
-0.6,Performance,Overstock.com
-1.1,Respect,Overstock.com
-1.9,Agility,Procter & Gamble
0.5,Collaboration,Procter & Gamble
1.1,Customer,Procter & Gamble
1.1,Diversity,Procter & Gamble
0,Execution,Procter & Gamble
-0.6,Innovation,Procter & Gamble
1.1,Integrity,Procter & Gamble
-1.1,Performance,Procter & Gamble
-0.2,Respect,Procter & Gamble
-0.7,Agility,Pacific Sunwear of California
0.7,Collaboration,Pacific Sunwear of California
0.5,Customer,Pacific Sunwear of California
0.9,Diversity,Pacific Sunwear of California
-1,Execution,Pacific Sunwear of California
1.9,Innovation,Pacific Sunwear of California
-1.2,Integrity,Pacific Sunwear of California
-0.2,Performance,Pacific Sunwear of California
-0.9,Respect,Pacific Sunwear of California
-2.1,Agility,Panasonic
1.2,Collaboration,Panasonic
-0.8,Customer,Panasonic
0.7,Diversity,Panasonic
-0.4,Execution,Panasonic
1.3,Innovation,Panasonic
-0.3,Integrity,Panasonic
-0.1,Performance,Panasonic
0.5,Respect,Panasonic
-1.1,Agility,Panda Express
1.1,Collaboration,Panda Express
1.3,Customer,Panda Express
-0.4,Diversity,Panda Express
-0.9,Execution,Panda Express
0.6,Innovation,Panda Express
-1,Integrity,Panda Express
1.4,Performance,Panda Express
-0.9,Respect,Panda Express
-0.5,Agility,Panera Bread
1,Collaboration,Panera Bread
0.9,Customer,Panera Bread
-0.4,Diversity,Panera Bread
-0.8,Execution,Panera Bread
2.1,Innovation,Panera Bread
-0.6,Integrity,Panera Bread
-0.7,Performance,Panera Bread
-0.9,Respect,Panera Bread
-0.6,Agility,Papa John's
1.8,Collaboration,Papa John's
1.7,Customer,Papa John's
0.1,Diversity,Papa John's
-0.3,Execution,Papa John's
-1.1,Innovation,Papa John's
-0.8,Integrity,Papa John's
-0.2,Performance,Papa John's
-0.7,Respect,Papa John's
-1.2,Agility,Parker Hannifin
0.5,Collaboration,Parker Hannifin
0.3,Customer,Parker Hannifin
-0.3,Diversity,Parker Hannifin
-0.2,Execution,Parker Hannifin
2.3,Innovation,Parker Hannifin
0.4,Integrity,Parker Hannifin
-0.7,Performance,Parker Hannifin
-1.1,Respect,Parker Hannifin
-0.9,Agility,Paycom
1.1,Collaboration,Paycom
0.7,Customer,Paycom
-0.5,Diversity,Paycom
-0.7,Execution,Paycom
1.5,Innovation,Paycom
-1.4,Integrity,Paycom
1,Performance,Paycom
-0.7,Respect,Paycom
-1,Agility,Paylocity
1,Collaboration,Paylocity
0.5,Customer,Paylocity
-0.6,Diversity,Paylocity
-0.3,Execution,Paylocity
1.7,Innovation,Paylocity
-1.2,Integrity,Paylocity
-1.1,Performance,Paylocity
0.9,Respect,Paylocity
-1,Agility,PayPal
-0.2,Collaboration,PayPal
0.1,Customer,PayPal
1.5,Diversity,PayPal
-0.9,Execution,PayPal
2,Innovation,PayPal
-0.4,Integrity,PayPal
-0.7,Performance,PayPal
-0.4,Respect,PayPal
-1.1,Agility,PepsiCo
0.6,Collaboration,PepsiCo
0.7,Customer,PepsiCo
0.7,Diversity,PepsiCo
-0.3,Execution,PepsiCo
1.9,Innovation,PepsiCo
-1.2,Integrity,PepsiCo
-0.4,Performance,PepsiCo
-1,Respect,PepsiCo
-1.5,Agility,Pfizer
0.5,Collaboration,Pfizer
1,Customer,Pfizer
1.7,Diversity,Pfizer
0.2,Execution,Pfizer
0.6,Innovation,Pfizer
-0.7,Integrity,Pfizer
-0.9,Performance,Pfizer
-0.8,Respect,Pfizer
-1.6,Agility,Philips
0.4,Collaboration,Philips
0.6,Customer,Philips
1.2,Diversity,Philips
-0.6,Execution,Philips
1.8,Innovation,Philips
-0.4,Integrity,Philips
-0.7,Performance,Philips
-0.6,Respect,Philips
-0.8,Agility,Pitney Bowes
0.7,Collaboration,Pitney Bowes
-0.1,Customer,Pitney Bowes
1.9,Diversity,Pitney Bowes
-0.6,Execution,Pitney Bowes
1.2,Innovation,Pitney Bowes
-0.1,Integrity,Pitney Bowes
-1.2,Performance,Pitney Bowes
-1,Respect,Pitney Bowes
-0.5,Agility,Pizza Hut
2,Collaboration,Pizza Hut
1,Customer,Pizza Hut
-0.2,Diversity,Pizza Hut
-1,Execution,Pizza Hut
0.8,Innovation,Pizza Hut
-1.1,Integrity,Pizza Hut
-0.1,Performance,Pizza Hut
-0.9,Respect,Pizza Hut
-1,Agility,PNC Financial Services Group
1,Collaboration,PNC Financial Services Group
0.9,Customer,PNC Financial Services Group
1.3,Diversity,PNC Financial Services Group
-1,Execution,PNC Financial Services Group
1.3,Innovation,PNC Financial Services Group
-0.7,Integrity,PNC Financial Services Group
-0.6,Performance,PNC Financial Services Group
-1.1,Respect,PNC Financial Services Group
0.6,Agility,Postmates
0.6,Collaboration,Postmates
-0.7,Customer,Postmates
0.5,Diversity,Postmates
0.3,Execution,Postmates
1.9,Innovation,Postmates
-1.3,Integrity,Postmates
-0.9,Performance,Postmates
-1.1,Respect,Postmates
-1.3,Agility,Progressive Insurance
0.7,Collaboration,Progressive Insurance
-0.7,Customer,Progressive Insurance
1.7,Diversity,Progressive Insurance
-0.7,Execution,Progressive Insurance
1.6,Innovation,Progressive Insurance
