sentiment_score,value,company
-1.1,Integrity,Fastenal
-0.4,Performance,Fastenal
-0.8,Respect,Fastenal
-0.5,Agility,Fiat Chrysler Automobiles
0.7,Collaboration,Fiat Chrysler Automobiles
0.5,Customer,Fiat Chrysler Automobiles
0.6,Diversity,Fiat Chrysler Automobiles
-0.1,Execution,Fiat Chrysler Automobiles
2,Innovation,Fiat Chrysler Automobiles
-1,Integrity,Fiat Chrysler Automobiles
-1.2,Performance,Fiat Chrysler Automobiles
-0.9,Respect,Fiat Chrysler Automobiles
-1.3,Agility,FedEx
1.5,Collaboration,FedEx
1.3,Customer,FedEx
1,Diversity,FedEx
-0.5,Execution,FedEx
0.3,Innovation,FedEx
-0.9,Integrity,FedEx
-0.9,Performance,FedEx
-0.6,Respect,FedEx
-1.5,Agility,Fidelity Investments
0.6,Collaboration,Fidelity Investments
1.4,Customer,Fidelity Investments
0,Diversity,Fidelity Investments
-1,Execution,Fidelity Investments
1.3,Innovation,Fidelity Investments
0.8,Integrity,Fidelity Investments
-0.9,Performance,Fidelity Investments
-0.6,Respect,Fidelity Investments
-0.9,Agility,Fifth Third Bank
1.3,Collaboration,Fifth Third Bank
1.3,Customer,Fifth Third Bank
1.4,Diversity,Fifth Third Bank
-1.1,Execution,Fifth Third Bank
0,Innovation,Fifth Third Bank
-0.8,Integrity,Fifth Third Bank
-0.1,Performance,Fifth Third Bank
-1,Respect,Fifth Third Bank
-0.6,Agility,First Data
0.2,Collaboration,First Data
0.5,Customer,First Data
1.6,Diversity,First Data
-0.5,Execution,First Data
1.6,Innovation,First Data
-1.2,Integrity,First Data
-0.6,Performance,First Data
-1.1,Respect,First Data
-0.9,Agility,FIS
0.6,Collaboration,FIS
0.3,Customer,FIS
-0.7,Diversity,FIS
1.1,Execution,FIS
2,Innovation,FIS
-1.1,Integrity,FIS
-0.7,Performance,FIS
-0.6,Respect,FIS
-0.9,Agility,Fiserv
0.3,Collaboration,Fiserv
1.1,Customer,Fiserv
-0.8,Diversity,Fiserv
-0.3,Execution,Fiserv
2.2,Innovation,Fiserv
-0.5,Integrity,Fiserv
-0.1,Performance,Fiserv
-1.1,Respect,Fiserv
0.1,Agility,Five Guys
1.5,Collaboration,Five Guys
2,Customer,Five Guys
-0.8,Diversity,Five Guys
-0.4,Execution,Five Guys
-1.1,Innovation,Five Guys
-0.6,Integrity,Five Guys
-0.1,Performance,Five Guys
-0.6,Respect,Five Guys
-0.6,Agility,Flex
0.6,Collaboration,Flex
-0.5,Customer,Flex
2.1,Diversity,Flex
-0.8,Execution,Flex
0.9,Innovation,Flex
-0.8,Integrity,Flex
0.4,Performance,Flex
-1.1,Respect,Flex
-1.8,Agility,Fluor
0.6,Collaboration,Fluor
0.3,Customer,Fluor
1.6,Diversity,Fluor
1,Execution,Fluor
-0.4,Innovation,Fluor
0.4,Integrity,Fluor
-1.2,Performance,Fluor
-0.5,Respect,Fluor
-0.6,Agility,Food Lion
0.9,Collaboration,Food Lion
1.9,Customer,Food Lion
0.3,Diversity,Food Lion
-0.9,Execution,Food Lion
1,Innovation,Food Lion
-1.2,Integrity,Food Lion
-0.6,Performance,Food Lion
-0.8,Respect,Food Lion
-1.4,Agility,Ford Motor Company
0.8,Collaboration,Ford Motor Company
1.2,Customer,Ford Motor Company
1.1,Diversity,Ford Motor Company
-0.5,Execution,Ford Motor Company
1,Innovation,Ford Motor Company
0,Integrity,Ford Motor Company
-1.2,Performance,Ford Motor Company
-1,Respect,Ford Motor Company
-1.3,Agility,Fossil Group
0.4,Collaboration,Fossil Group
1.1,Customer,Fossil Group
0.8,Diversity,Fossil Group
-0.8,Execution,Fossil Group
1.8,Innovation,Fossil Group
-1,Integrity,Fossil Group
-0.3,Performance,Fossil Group
-0.7,Respect,Fossil Group
-1.3,Agility,Four Seasons
1.1,Collaboration,Four Seasons
1.7,Customer,Four Seasons
0.4,Diversity,Four Seasons
-1.5,Execution,Four Seasons
0.6,Innovation,Four Seasons
-0.6,Integrity,Four Seasons
-0.1,Performance,Four Seasons
-0.3,Respect,Four Seasons
-1,Agility,Fred Meyer
0.6,Collaboration,Fred Meyer
0.9,Customer,Fred Meyer
0.8,Diversity,Fred Meyer
-1.1,Execution,Fred Meyer
1.9,Innovation,Fred Meyer
-0.7,Integrity,Fred Meyer
-0.5,Performance,Fred Meyer
-0.9,Respect,Fred Meyer
-1,Agility,Fresenius Medical Care - North America
1.1,Collaboration,Fresenius Medical Care - North America
2.1,Customer,Fresenius Medical Care - North America
-0.5,Diversity,Fresenius Medical Care - North America
-0.1,Execution,Fresenius Medical Care - North America
0.5,Innovation,Fresenius Medical Care - North America
-1,Integrity,Fresenius Medical Care - North America
-0.3,Performance,Fresenius Medical Care - North America
-0.9,Respect,Fresenius Medical Care - North America
-0.2,Agility,The Fresh Market
0.7,Collaboration,The Fresh Market
1.9,Customer,The Fresh Market
-0.3,Diversity,The Fresh Market
-0.9,Execution,The Fresh Market
1.4,Innovation,The Fresh Market
-0.7,Integrity,The Fresh Market
-1.1,Performance,The Fresh Market
-0.8,Respect,The Fresh Market
-0.9,Agility,Frontier Communications
0.6,Collaboration,Frontier Communications
0.4,Customer,Frontier Communications
1.7,Diversity,Frontier Communications
-0.4,Execution,Frontier Communications
0.9,Innovation,Frontier Communications
-1.6,Integrity,Frontier Communications
0.4,Performance,Frontier Communications
-1,Respect,Frontier Communications
-0.9,Agility,Gartner
1.7,Collaboration,Gartner
0.6,Customer,Gartner
-0.8,Diversity,Gartner
-0.3,Execution,Gartner
1.6,Innovation,Gartner
-1.3,Integrity,Gartner
-0.3,Performance,Gartner
-0.3,Respect,Gartner
-1.6,Agility,General Electric
0,Collaboration,General Electric
-0.7,Customer,General Electric
1.6,Diversity,General Electric
-0.1,Execution,General Electric
1.5,Innovation,General Electric
0.5,Integrity,General Electric
-0.3,Performance,General Electric
-0.8,Respect,General Electric
-1.3,Agility,GE Aviation
0.1,Collaboration,GE Aviation
0.9,Customer,GE Aviation
1.4,Diversity,GE Aviation
-0.2,Execution,GE Aviation
1.6,Innovation,GE Aviation
-0.7,Integrity,GE Aviation
-0.5,Performance,GE Aviation
-1.2,Respect,GE Aviation
-1.3,Agility,GE Healthcare
0.3,Collaboration,GE Healthcare
-0.4,Customer,GE Healthcare
1.7,Diversity,GE Healthcare
0.1,Execution,GE Healthcare
1.3,Innovation,GE Healthcare
-0.1,Integrity,GE Healthcare
-0.1,Performance,GE Healthcare
-1.5,Respect,GE Healthcare
-0.9,Agility,Geico
1.4,Collaboration,Geico
-0.1,Customer,Geico
0.8,Diversity,Geico
-1.3,Execution,Geico
1.4,Innovation,Geico
-0.7,Integrity,Geico
0.6,Performance,Geico
-1.2,Respect,Geico
-1.3,Agility,Genentech
0.2,Collaboration,Genentech
2,Customer,Genentech
0.4,Diversity,Genentech
-0.6,Execution,Genentech
1.2,Innovation,Genentech
-0.3,Integrity,Genentech
-1.1,Performance,Genentech
-0.5,Respect,Genentech
0,Agility,General Dynamics
1,Collaboration,General Dynamics
1.4,Customer,General Dynamics
0.6,Diversity,General Dynamics
-0.9,Execution,General Dynamics
0.8,Innovation,General Dynamics
-0.9,Integrity,General Dynamics
-0.2,Performance,General Dynamics
-1.8,Respect,General Dynamics
-1.6,Agility,General Mills
1.4,Collaboration,General Mills
-0.5,Customer,General Mills
1.5,Diversity,General Mills
-0.6,Execution,General Mills
-0.5,Innovation,General Mills
1,Integrity,General Mills
-0.5,Performance,General Mills
-0.2,Respect,General Mills
-1.3,Agility,General Motors
0.2,Collaboration,General Motors
0.6,Customer,General Motors
1,Diversity,General Motors
-0.5,Execution,General Motors
1.9,Innovation,General Motors
-0.7,Integrity,General Motors
-0.1,Performance,General Motors
-1.2,Respect,General Motors
-0.3,Agility,Genesis HealthCare
1.1,Collaboration,Genesis HealthCare
0.2,Customer,Genesis HealthCare
-0.6,Diversity,Genesis HealthCare
-0.4,Execution,Genesis HealthCare
2.3,Innovation,Genesis HealthCare
-0.7,Integrity,Genesis HealthCare
-0.7,Performance,Genesis HealthCare
-0.9,Respect,Genesis HealthCare
-1.1,Agility,Giant Eagle
1.3,Collaboration,Giant Eagle
1.5,Customer,Giant Eagle
0.9,Diversity,Giant Eagle
-1.1,Execution,Giant Eagle
0.1,Innovation,Giant Eagle
-1,Integrity,Giant Eagle
0.3,Performance,Giant Eagle
-0.8,Respect,Giant Eagle
-0.7,Agility,Giant Food Stores
-0.1,Collaboration,Giant Food Stores
1.2,Customer,Giant Food Stores
0.2,Diversity,Giant Food Stores
-0.7,Execution,Giant Food Stores
2.2,Innovation,Giant Food Stores
-0.7,Integrity,Giant Food Stores
-0.3,Performance,Giant Food Stores
-1,Respect,Giant Food Stores
-0.5,Agility,Gilead Sciences
-0.1,Collaboration,Gilead Sciences
2,Customer,Gilead Sciences
-0.4,Diversity,Gilead Sciences
-0.5,Execution,Gilead Sciences
1.6,Innovation,Gilead Sciences
-0.8,Integrity,Gilead Sciences
-0.3,Performance,Gilead Sciences
-1,Respect,Gilead Sciences
-0.4,Agility,GlobalFoundries
0,Collaboration,GlobalFoundries
0,Customer,GlobalFoundries
1.1,Diversity,GlobalFoundries
-0.7,Execution,GlobalFoundries
2.3,Innovation,GlobalFoundries
-0.8,Integrity,GlobalFoundries
-0.7,Performance,GlobalFoundries
-0.8,Respect,GlobalFoundries
-0.6,Agility,GoDaddy
0.7,Collaboration,GoDaddy
-0.5,Customer,GoDaddy
1.7,Diversity,GoDaddy
0.2,Execution,GoDaddy
1.4,Innovation,GoDaddy
-0.9,Integrity,GoDaddy
-1,Performance,GoDaddy
-1,Respect,GoDaddy
-1.1,Agility,Goldman Sachs
0.9,Collaboration,Goldman Sachs
1,Customer,Goldman Sachs
1.4,Diversity,Goldman Sachs
-0.5,Execution,Goldman Sachs
0.7,Innovation,Goldman Sachs
-1.2,Integrity,Goldman Sachs
0.3,Performance,Goldman Sachs
-1.3,Respect,Goldman Sachs
-0.2,Agility,Groupon
0.5,Collaboration,Groupon
-0.7,Customer,Groupon
1.1,Diversity,Groupon
-0.2,Execution,Groupon
2.1,Innovation,Groupon
-1.1,Integrity,Groupon
-0.3,Performance,Groupon
-1.2,Respect,Groupon
-0.2,Agility,Grubhub
0.1,Collaboration,Grubhub
-0.3,Customer,Grubhub
0.6,Diversity,Grubhub
-0.1,Execution,Grubhub
2.4,Innovation,Grubhub
-1.2,Integrity,Grubhub
-0.2,Performance,Grubhub
-1.2,Respect,Grubhub
-1.6,Agility,GlaxoSmithKline
0.6,Collaboration,GlaxoSmithKline
1.4,Customer,GlaxoSmithKline
0.8,Diversity,GlaxoSmithKline
-0.7,Execution,GlaxoSmithKline
1.1,Innovation,GlaxoSmithKline
0,Integrity,GlaxoSmithKline
-1.1,Performance,GlaxoSmithKline
-0.5,Respect,GlaxoSmithKline
-1.5,Agility,H-E-B
0.7,Collaboration,H-E-B
1,Customer,H-E-B
1.1,Diversity,H-E-B
-1,Execution,H-E-B
1.3,Innovation,H-E-B
-1,Integrity,H-E-B
0.1,Performance,H-E-B
-0.6,Respect,H-E-B
-0.6,Agility,H&M
1.2,Collaboration,H&M
-0.2,Customer,H&M
1.7,Diversity,H&M
-1.1,Execution,H&M
1,Innovation,H&M
-0.7,Integrity,H&M
-0.1,Performance,H&M
-1.1,Respect,H&M
-1.2,Agility,Halliburton
0.6,Collaboration,Halliburton
0.3,Customer,Halliburton
0.8,Diversity,Halliburton
0,Execution,Halliburton
2.1,Innovation,Halliburton
-0.8,Integrity,Halliburton
-0.6,Performance,Halliburton
-1.2,Respect,Halliburton
-1.1,Agility,Harris
0.8,Collaboration,Harris
0.5,Customer,Harris
0.4,Diversity,Harris
-0.6,Execution,Harris
2.1,Innovation,Harris
-0.4,Integrity,Harris
-1,Performance,Harris
-0.7,Respect,Harris
-0.8,Agility,Harris Teeter
1.2,Collaboration,Harris Teeter
1.6,Customer,Harris Teeter
0,Diversity,Harris Teeter
-0.7,Execution,Harris Teeter
1.2,Innovation,Harris Teeter
-0.7,Integrity,Harris Teeter
-0.9,Performance,Harris Teeter
-0.8,Respect,Harris Teeter
-1.4,Agility,HBO
0.4,Collaboration,HBO
-1.8,Customer,HBO
-0.4,Diversity,HBO
0.4,Execution,HBO
1.5,Innovation,HBO
0.1,Integrity,HBO
0.2,Performance,HBO
1,Respect,HBO
-0.9,Agility,HCA Healthcare
1.4,Collaboration,HCA Healthcare
0.6,Customer,HCA Healthcare
0,Diversity,HCA Healthcare
-0.9,Execution,HCA Healthcare
1.9,Innovation,HCA Healthcare
-0.2,Integrity,HCA Healthcare
-0.8,Performance,HCA Healthcare
-1,Respect,HCA Healthcare
-0.4,Agility,HCL Technologies
0.7,Collaboration,HCL Technologies
0.5,Customer,HCL Technologies
0,Diversity,HCL Technologies
-0.3,Execution,HCL Technologies
2.3,Innovation,HCL Technologies
-1,Integrity,HCL Technologies
-1.1,Performance,HCL Technologies
-0.7,Respect,HCL Technologies
-0.8,Agility,HCR ManorCare
1.3,Collaboration,HCR ManorCare
0.5,Customer,HCR ManorCare
0.7,Diversity,HCR ManorCare
-0.9,Execution,HCR ManorCare
1.6,Innovation,HCR ManorCare
-0.6,Integrity,HCR ManorCare
-1.3,Performance,HCR ManorCare
-0.6,Respect,HCR ManorCare
-1.1,Agility,HCSC
0.1,Collaboration,HCSC
0.7,Customer,HCSC
2.5,Diversity,HCSC
-0.6,Execution,HCSC
-0.1,Innovation,HCSC
-0.2,Integrity,HCSC
-0.6,Performance,HCSC
-0.7,Respect,HCSC
-1,Agility,HD Supply
1.5,Collaboration,HD Supply
2,Customer,HD Supply
-0.3,Diversity,HD Supply
0.2,Execution,HD Supply
-0.4,Innovation,HD Supply
-0.8,Integrity,HD Supply
-0.5,Performance,HD Supply
-0.7,Respect,HD Supply
-1.1,Agility,Henkel
1.5,Collaboration,Henkel
-0.6,Customer,Henkel
0.8,Diversity,Henkel
-0.4,Execution,Henkel
1.7,Innovation,Henkel
-0.9,Integrity,Henkel
-0.4,Performance,Henkel
-0.7,Respect,Henkel
-1.2,Agility,The Hershey Company
1.3,Collaboration,The Hershey Company
2.1,Customer,The Hershey Company
0,Diversity,The Hershey Company
0,Execution,The Hershey Company
-0.2,Innovation,The Hershey Company
-0.7,Integrity,The Hershey Company
-0.6,Performance,The Hershey Company
-0.7,Respect,The Hershey Company
-0.6,Agility,Hertz
2.2,Collaboration,Hertz
0.5,Customer,Hertz
0.7,Diversity,Hertz
-0.7,Execution,Hertz
-0.1,Innovation,Hertz
-1.4,Integrity,Hertz
0.3,Performance,Hertz
-0.9,Respect,Hertz
-0.7,Agility,Highmark Health
0.6,Collaboration,Highmark Health
0.5,Customer,Highmark Health
0.1,Diversity,Highmark Health
-0.5,Execution,Highmark Health
2.2,Innovation,Highmark Health
0.1,Integrity,Highmark Health
-1,Performance,Highmark Health
-1.3,Respect,Highmark Health
-0.6,Agility,Hill-Rom
0.9,Collaboration,Hill-Rom
2,Customer,Hill-Rom
-0.6,Diversity,Hill-Rom
-0.5,Execution,Hill-Rom
1.2,Innovation,Hill-Rom
-0.8,Integrity,Hill-Rom
-1,Performance,Hill-Rom
-0.5,Respect,Hill-Rom
-1.3,Agility,Hilton
0.8,Collaboration,Hilton
0.7,Customer,Hilton
0.7,Diversity,Hilton
-0.3,Execution,Hilton
1.9,Innovation,Hilton
-0.6,Integrity,Hilton
-0.9,Performance,Hilton
-1,Respect,Hilton
-0.2,Agility,Home Instead Senior Care
1.9,Collaboration,Home Instead Senior Care
1.5,Customer,Home Instead Senior Care
-1,Diversity,Home Instead Senior Care
0,Execution,Home Instead Senior Care
-1.2,Innovation,Home Instead Senior Care
-0.7,Integrity,Home Instead Senior Care
0.1,Performance,Home Instead Senior Care
-0.4,Respect,Home Instead Senior Care
-1.1,Agility,Honeywell
0.3,Collaboration,Honeywell
-0.3,Customer,Honeywell
1.8,Diversity,Honeywell
0,Execution,Honeywell
1.4,Innovation,Honeywell
-0.7,Integrity,Honeywell
0,Performance,Honeywell
-1.4,Respect,Honeywell
-0.2,Agility,Hospira
0.5,Collaboration,Hospira
0.6,Customer,Hospira
2.4,Diversity,Hospira
-0.6,Execution,Hospira
-0.3,Innovation,Hospira
-0.8,Integrity,Hospira
-0.8,Performance,Hospira
-0.8,Respect,Hospira
-1.5,Agility,Hewlett Packard Enterprise
1,Collaboration,Hewlett Packard Enterprise
0.3,Customer,Hewlett Packard Enterprise
1.2,Diversity,Hewlett Packard Enterprise
-0.3,Execution,Hewlett Packard Enterprise
1.5,Innovation,Hewlett Packard Enterprise
-0.2,Integrity,Hewlett Packard Enterprise
-1.2,Performance,Hewlett Packard Enterprise
-0.7,Respect,Hewlett Packard Enterprise
-1.7,Agility,HP Inc.
1,Collaboration,HP Inc.
0.1,Customer,HP Inc.
1.8,Diversity,HP Inc.
-0.8,Execution,HP Inc.
0.6,Innovation,HP Inc.
0.2,Integrity,HP Inc.
-1,Performance,HP Inc.
-0.1,Respect,HP Inc.
-1.2,Agility,HSBC Holdings
0.9,Collaboration,HSBC Holdings
0.4,Customer,HSBC Holdings
2.3,Diversity,HSBC Holdings
-0.6,Execution,HSBC Holdings
-0.4,Innovation,HSBC Holdings
-0.6,Integrity,HSBC Holdings
-0.3,Performance,HSBC Holdings
-0.6,Respect,HSBC Holdings
-0.7,Agility,Huawei Technologies
-0.2,Collaboration,Huawei Technologies
0.8,Customer,Huawei Technologies
0,Diversity,Huawei Technologies
-1.1,Execution,Huawei Technologies
2.2,Innovation,Huawei Technologies
-1,Integrity,Huawei Technologies
0.7,Performance,Huawei Technologies
-0.6,Respect,Huawei Technologies
-0.8,Agility,Humana
-0.1,Collaboration,Humana
0.6,Customer,Humana
1.4,Diversity,Humana
-0.5,Execution,Humana
2,Innovation,Humana
-0.8,Integrity,Humana
-0.7,Performance,Humana
-0.9,Respect,Humana
-0.8,Agility,Huntington National Bank
0.6,Collaboration,Huntington National Bank
1.5,Customer,Huntington National Bank
0.9,Diversity,Huntington National Bank
-1.2,Execution,Huntington National Bank
1.2,Innovation,Huntington National Bank
-0.3,Integrity,Huntington National Bank
-0.6,Performance,Huntington National Bank
-1.3,Respect,Huntington National Bank
-0.9,Agility,Hy-Vee
0.6,Collaboration,Hy-Vee
1.8,Customer,Hy-Vee
0,Diversity,Hy-Vee
-0.3,Execution,Hy-Vee
1.4,Innovation,Hy-Vee
-0.6,Integrity,Hy-Vee
-1.2,Performance,Hy-Vee
-0.8,Respect,Hy-Vee
-1,Agility,Hyatt
0.6,Collaboration,Hyatt
1.4,Customer,Hyatt
1.3,Diversity,Hyatt
-1,Execution,Hyatt
1,Innovation,Hyatt
-1.1,Integrity,Hyatt
-0.7,Performance,Hyatt
-0.5,Respect,Hyatt
-1.1,Agility,IBM
0.3,Collaboration,IBM
-0.2,Customer,IBM
1.7,Diversity,IBM
-0.2,Execution,IBM
1.6,Innovation,IBM
-0.4,Integrity,IBM
-0.9,Performance,IBM
-1,Respect,IBM
-0.8,Agility,Illumina
0.9,Collaboration,Illumina
-0.1,Customer,Illumina
-0.3,Diversity,Illumina
-1,Execution,Illumina
2.4,Innovation,Illumina
-0.2,Integrity,Illumina
-0.6,Performance,Illumina
-0.4,Respect,Illumina
-0.5,Agility,In-N-Out Burger
2.2,Collaboration,In-N-Out Burger
1.2,Customer,In-N-Out Burger
-0.2,Diversity,In-N-Out Burger
-0.8,Execution,In-N-Out Burger
-1.2,Innovation,In-N-Out Burger
-0.3,Integrity,In-N-Out Burger
0.2,Performance,In-N-Out Burger
-0.6,Respect,In-N-Out Burger
-0.4,Agility,Infor
0.3,Collaboration,Infor
0,Customer,Infor
-0.6,Diversity,Infor
0.3,Execution,Infor
2.5,Innovation,Infor
-1.3,Integrity,Infor
-0.7,Performance,Infor
-0.1,Respect,Infor
-1.3,Agility,Infosys
0.5,Collaboration,Infosys
0.8,Customer,Infosys
0.6,Diversity,Infosys
0.2,Execution,Infosys
1.7,Innovation,Infosys
-0.1,Integrity,Infosys
-1.4,Performance,Infosys
-1.1,Respect,Infosys
-1.8,Agility,Ingersoll Rand
0.8,Collaboration,Ingersoll Rand
1.4,Customer,Ingersoll Rand
0.7,Diversity,Ingersoll Rand
0.3,Execution,Ingersoll Rand
0.7,Innovation,Ingersoll Rand
-0.4,Integrity,Ingersoll Rand
-0.4,Performance,Ingersoll Rand
-1.3,Respect,Ingersoll Rand
-0.9,Agility,Ingram Micro
1.3,Collaboration,Ingram Micro
-0.3,Customer,Ingram Micro
1.7,Diversity,Ingram Micro
-0.1,Execution,Ingram Micro
1.1,Innovation,Ingram Micro
-0.9,Integrity,Ingram Micro
-0.9,Performance,Ingram Micro
-0.9,Respect,Ingram Micro
-0.3,Agility,Instacart
0.3,Collaboration,Instacart
-0.1,Customer,Instacart
-0.7,Diversity,Instacart
1.5,Execution,Instacart
1.9,Innovation,Instacart
-1.1,Integrity,Instacart
-0.5,Performance,Instacart
-1,Respect,Instacart
-1.3,Agility,Intel Corporation
0.1,Collaboration,Intel Corporation
-0.4,Customer,Intel Corporation
0.8,Diversity,Intel Corporation
0.1,Execution,Intel Corporation
2.3,Innovation,Intel Corporation
0,Integrity,Intel Corporation
-0.7,Performance,Intel Corporation
-0.8,Respect,Intel Corporation
-1.1,Agility,InterContinental Hotels Group
0,Collaboration,InterContinental Hotels Group
1,Customer,InterContinental Hotels Group
1.6,Diversity,InterContinental Hotels Group
-0.7,Execution,InterContinental Hotels Group
1.5,Innovation,InterContinental Hotels Group
-0.8,Integrity,InterContinental Hotels Group
-0.9,Performance,InterContinental Hotels Group
-0.5,Respect,InterContinental Hotels Group
-0.8,Agility,Intermountain Healthcare
0.3,Collaboration,Intermountain Healthcare
1.2,Customer,Intermountain Healthcare
-0.6,Diversity,Intermountain Healthcare
-0.5,Execution,Intermountain Healthcare
2.2,Innovation,Intermountain Healthcare
-0.1,Integrity,Intermountain Healthcare
-1.1,Performance,Intermountain Healthcare
-0.5,Respect,Intermountain Healthcare
-1.8,Agility,Intuit
0.2,Collaboration,Intuit
1.8,Customer,Intuit
0.2,Diversity,Intuit
-0.8,Execution,Intuit
1.1,Innovation,Intuit
0.2,Integrity,Intuit
-0.7,Performance,Intuit
-0.1,Respect,Intuit
-0.7,Agility,Illinois Tool Works
0.6,Collaboration,Illinois Tool Works
0.2,Customer,Illinois Tool Works
1.3,Diversity,Illinois Tool Works
-0.2,Execution,Illinois Tool Works
1.7,Innovation,Illinois Tool Works
-0.9,Integrity,Illinois Tool Works
-0.3,Performance,Illinois Tool Works
-1.7,Respect,Illinois Tool Works
-0.9,Agility,J. C. Penney
1.4,Collaboration,J. C. Penney
0.5,Customer,J. C. Penney
0.6,Diversity,J. C. Penney
-0.8,Execution,J. C. Penney
1.7,Innovation,J. C. Penney
-1,Integrity,J. C. Penney
-0.4,Performance,J. C. Penney
-1,Respect,J. C. Penney
-1.1,Agility,J.Crew
1.2,Collaboration,J.Crew
1.1,Customer,J.Crew
0.1,Diversity,J.Crew
-0.7,Execution,J.Crew
1.7,Innovation,J.Crew
-0.7,Integrity,J.Crew
-0.7,Performance,J.Crew
-0.9,Respect,J.Crew
-1.9,Agility,Johnson & Johnson
0.3,Collaboration,Johnson & Johnson
1.7,Customer,Johnson & Johnson
1,Diversity,Johnson & Johnson
-0.5,Execution,Johnson & Johnson
-0.1,Innovation,Johnson & Johnson
0.5,Integrity,Johnson & Johnson
-1.1,Performance,Johnson & Johnson
0,Respect,Johnson & Johnson
-0.2,Agility,Jabil
0.2,Collaboration,Jabil
0.4,Customer,Jabil
0,Diversity,Jabil
-0.1,Execution,Jabil
2.5,Innovation,Jabil
-1.1,Integrity,Jabil
-0.8,Performance,Jabil
-0.8,Respect,Jabil
-0.5,Agility,Jack Henry & Associates
-0.5,Collaboration,Jack Henry & Associates
2,Customer,Jack Henry & Associates
-1.4,Diversity,Jack Henry & Associates
-0.7,Execution,Jack Henry & Associates
1,Innovation,Jack Henry & Associates
0.9,Integrity,Jack Henry & Associates
-0.5,Performance,Jack Henry & Associates
-0.3,Respect,Jack Henry & Associates
-0.5,Agility,Jack in the Box
0.4,Collaboration,Jack in the Box
0.9,Customer,Jack in the Box
-0.8,Diversity,Jack in the Box
-1.2,Execution,Jack in the Box
1.9,Innovation,Jack in the Box
-0.7,Integrity,Jack in the Box
0.9,Performance,Jack in the Box
-0.9,Respect,Jack in the Box
-1.4,Agility,Jacobs
0.4,Collaboration,Jacobs
0.6,Customer,Jacobs
1.6,Diversity,Jacobs
0.1,Execution,Jacobs
1.3,Innovation,Jacobs
-0.4,Integrity,Jacobs
-0.8,Performance,Jacobs
-1.3,Respect,Jacobs
-1.3,Agility,JetBlue
1.5,Collaboration,JetBlue
1.2,Customer,JetBlue
0.4,Diversity,JetBlue
-0.8,Execution,JetBlue
1.1,Innovation,JetBlue
-0.2,Integrity,JetBlue
-1,Performance,JetBlue
-0.9,Respect,JetBlue
-1.6,Agility,Johnson Controls
0.5,Collaboration,Johnson Controls
-0.1,Customer,Johnson Controls
1.1,Diversity,Johnson Controls
-0.1,Execution,Johnson Controls
1.7,Innovation,Johnson Controls
-0.1,Integrity,Johnson Controls
0.2,Performance,Johnson Controls
-1.5,Respect,Johnson Controls
-0.7,Agility,JoS. A. Bank
0.4,Collaboration,JoS. A. Bank
1.1,Customer,JoS. A. Bank
-0.1,Diversity,JoS. A. Bank
-0.4,Execution,JoS. A. Bank
2.2,Innovation,JoS. A. Bank
-1,Integrity,JoS. A. Bank
-0.5,Performance,JoS. A. Bank
-0.9,Respect,JoS. A. Bank
-1.3,Agility,JPMorgan Chase & Co.
0.7,Collaboration,JPMorgan Chase & Co.
0.8,Customer,JPMorgan Chase & Co.
1.3,Diversity,JPMorgan Chase & Co.
-0.4,Execution,JPMorgan Chase & Co.
1.5,Innovation,JPMorgan Chase & Co.
-0.8,Integrity,JPMorgan Chase & Co.
-0.5,Performance,JPMorgan Chase & Co.
-1.1,Respect,JPMorgan Chase & Co.
-1.6,Agility,Juniper Networks
-0.3,Collaboration,Juniper Networks
0.8,Customer,Juniper Networks
0.4,Diversity,Juniper Networks
-0.8,Execution,Juniper Networks
1.8,Innovation,Juniper Networks
0.9,Integrity,Juniper Networks
-0.6,Performance,Juniper Networks
-0.6,Respect,Juniper Networks
-1.3,Agility,Kaiser Permanente
0.5,Collaboration,Kaiser Permanente
1.2,Customer,Kaiser Permanente
1.4,Diversity,Kaiser Permanente
-0.8,Execution,Kaiser Permanente
1.2,Innovation,Kaiser Permanente
-0.6,Integrity,Kaiser Permanente
-0.9,Performance,Kaiser Permanente
-0.6,Respect,Kaiser Permanente
-0.9,Agility,Kate Spade & Company
1.3,Collaboration,Kate Spade & Company
1.9,Customer,Kate Spade & Company
0.6,Diversity,Kate Spade & Company
-0.5,Execution,Kate Spade & Company
-0.1,Innovation,Kate Spade & Company
-1.1,Integrity,Kate Spade & Company
-0.3,Performance,Kate Spade & Company
-1.1,Respect,Kate Spade & Company
-1.3,Agility,KBR
1.4,Collaboration,KBR
0.9,Customer,KBR
0.1,Diversity,KBR
0.8,Execution,KBR
-1.2,Innovation,KBR
0,Integrity,KBR
-1.5,Performance,KBR
0.6,Respect,KBR
-1.3,Agility,Kellogg Company
0.8,Collaboration,Kellogg Company
0.6,Customer,Kellogg Company
1.7,Diversity,Kellogg Company
-0.2,Execution,Kellogg Company
1,Innovation,Kellogg Company
-1.1,Integrity,Kellogg Company
-0.4,Performance,Kellogg Company
-1.1,Respect,Kellogg Company
-1.3,Agility,KeyBank
1.2,Collaboration,KeyBank
0.3,Customer,KeyBank
2,Diversity,KeyBank
-0.8,Execution,KeyBank
-0.2,Innovation,KeyBank
-0.8,Integrity,KeyBank
0.3,Performance,KeyBank
-0.7,Respect,KeyBank
0.2,Agility,KFC
1,Collaboration,KFC
